Year,Row,Nr.,Name,Geboren,Aufnahme,Gestorben,Fachsektion,Link
1933,36,,Theodor Mollison,31. Jan. 1874,,1. März 1952,Anthropologie,/wiki/Theodor_Mollison
1933,37,,Ernst Moro,8. Dez. 1874,,17. Apr. 1951,Pädiatrie,/wiki/Ernst_Moro
1933,38,,Rudolf Otto Neumann,29. Juni 1868,,5. Apr. 1952,Mikrobiologie und Immunologie,/wiki/Rudolf_Otto_Neumann
1933,39,,George Henry Falkiner Nuttall,5. Juli 1862,,16. Dez. 1937,Pathologie,/wiki/George_Henry_Falkiner_Nuttall
1933,40,,Erich Obst,13. Sep. 1886,,9. Juni 1981,Geographie,/wiki/Erich_Obst
1933,41,,Alfred Petterson,1867,,1951,Mikrobiologie und Immunologie,
1933,42,,Ludwig Plate,16. Aug. 1862,,16. Nov. 1937,Zoologie,/wiki/Ludwig_Plate_(Zoologe)
1933,43,,Hermann Prinz,1868,,1957,Stomatologie,
1933,44,,Vittorio Putti,1880,,1940,Orthopädie,
1933,45,,Gætano Quagliariello,1883,,1957,Biochemie und Biophysik,
1933,46,,Gaston Ramon,30. Sep. 1886,,8. Juni 1963,Veterinärmedizin,/wiki/Gaston_Ramon
1933,47,,Robert Robinson,13. Sep. 1886,,8. Feb. 1975,Chemie,/wiki/Robert_Robinson
1933,48,,Ottorino Rossi,1877,,1936,"Psychiatrie, Med. Psychologie und Neurologie",
1933,49,,Otto Ruff,30. Dez. 1871,,17. Sep. 1939,Chemie,/wiki/Otto_Ruff
1933,50,,Oskar Römer,12. Jan. 1866,,6. Jan. 1952,Stomatologie,/wiki/Oskar_R%C3%B6mer
1933,51,,Ferdinand Sauerbruch,3. Juli 1875,,2. Juli 1951,Chirurgie,/wiki/Ferdinand_Sauerbruch
1933,52,,Károly Schaffer,1864,,1939,"Psychiatrie, Med. Psychologie und Neurologie",
1933,53,,Franz Schede,9. Juli 1882,,11. Feb. 1976,Orthopädie,/wiki/Franz_Schede
1933,54,,Rudolf Schenck,11. März 1870,,28. März 1965,Chemie,/wiki/Rudolf_Schenck
1933,55,,Waldemar Schleip,26. Juli 1879,,16. Mai 1948,Zoologie,/wiki/Waldemar_Schleip
1933,56,,Wilhelm Schlenk,22. März 1879,,29. Apr. 1943,Chemie,/wiki/Wilhelm_Schlenk
1933,57,,Friedrich Schmidt-Ott,4. Juni 1860,,28. Apr. 1956,Pharmakologie,/wiki/Friedrich_Schmidt-Ott
1933,58,,Hermann Schröder,3. Feb. 1876,,17. Apr. 1942,Stomatologie,/wiki/Hermann_Schr%C3%B6der_(Zahnmediziner)
1933,59,,August Heinrich Sieberg,23. Dez. 1875,,18. Nov. 1945,Geophysik und Meteorologie,/wiki/August_Heinrich_Sieberg
1933,60,,Hans Spitzy,21. Dez. 1872,,22. Juli 1956,Orthopädie,/wiki/Hans_Spitzy
1933,61,,Eberhard Stechow,21. März 1883,,11. Aug. 1959,Zoologie,/wiki/Eberhard_Stechow
1933,62,,Tullio Terni,,,,Anatomie,
1933,63,,Wilhelm Troll,3. Nov. 1897,,28. Dez. 1978,Botanik,/wiki/Wilhelm_Troll
1933,64,,Felix Andries Vening-Meinesz,30. Juli 1887,,10. Aug. 1966,Mathematik,/wiki/Felix_Andries_Vening-Meinesz
1933,65,,Kurt Walcher,23. Okt. 1891,,20. März 1973,Gerichtliche Medizin,/wiki/Kurt_Walcher
1933,66,,Frits Went,18. Juni 1863,,24. Juli 1935,Botanik,/wiki/Frits_Went
1933,67,,Royal Whitman,1857,,1946,Orthopädie,
1933,68,,Emil Witschi,1890,,1971,Zoologie,
1933,69,,Richard Woltereck,6. Apr. 1877,,23. Feb. 1944,Zoologie,/wiki/Richard_Woltereck
1933,70,,Ernst Ziemke,,,,Gerichtliche Medizin,/wiki/Ernst_Ziemke
1933,71,,Félix Hubert d’Hérelle,25. Apr. 1873,,22. Feb. 1949,Mikrobiologie und Immunologie,/wiki/F%C3%A9lix_Hubert_d%E2%80%99H%C3%A9relle
1933,72,,Dante De Blasi,25. Okt. 1873,,10. Juli 1956,Mikrobiologie und Immunologie,/wiki/Dante_De_Blasi
1933,73,,Rodolph de Josselin de Jong,1868,,1958,Pathologie,/wiki/Rodolph_de_Josselin_de_Jong
1933,74,,Hugo de Vries,16. Feb. 1848,,21. Mai 1935,Botanik,/wiki/Hugo_de_Vries
1933,75,,Hans von Haberer,12. März 1875,,29. Apr. 1958,Chirurgie,/wiki/Hans_von_Haberer
1933,76,,Ferdinand von Neureiter,23. Juli 1893,,7. Juni 1946,Gerichtliche Medizin,/wiki/Ferdinand_von_Neureiter
1933,77,,Meinhard von Pfaundler,7. Juni 1872,,20. Juli 1947,Pädiatrie,/wiki/Meinhard_von_Pfaundler
1933,78,,Leo von Zumbusch,28. Juni 1874,,30. März 1940,Dermatologie,/wiki/Leo_von_Zumbusch
1934,0,,"Edgar Adrian, 1. Baron Adrian",30. Nov. 1889,,4. Aug. 1977,Physiologie,"/wiki/Edgar_Adrian,_1._Baron_Adrian"
1934,1,,Gustav Angenheister,26. Feb. 1878,,28. Juni 1945,Physiologie,"/wiki/Gustav_Angenheister_(Geophysiker,_1878)"
1934,2,,Norman Godfrey Bennett,1870,,1947,Stomatologie,
1934,3,,Arturo Beretta,1876,,1941,Stomatologie,
1934,4,,Arthur Davenport Black,1870,,1937,Stomatologie,
1934,5,,"Patrick Blackett, Baron Blackett",18. Nov. 1897,,13. Juli 1974,Physik,"/wiki/Patrick_Blackett,_Baron_Blackett"
1934,6,,Adolf Butenandt,24. März 1903,,18. Jan. 1995,Biochemie und Biophysik,/wiki/Adolf_Butenandt
1934,7,,P. J. J. Coebergh,,,,Stomatologie,
1934,8,,Frank Colyer,1866,,1954,Stomatologie,
1934,9,,Arthur Holly Compton,10. Sep. 1892,,15. März 1962,Physik,/wiki/Arthur_Holly_Compton
1934,10,,August Eber,28. Sep. 1865,,6. Apr. 1937,Veterinärmedizin,/wiki/August_Eber
1934,11,,Mathias Boleto Ferreira de Mira,1874,,1953,Biochemie und Biophysik,
1934,12,,John A. Forssman,1868,,1947,Pathologie,
1934,13,,Bruno Galli-Valerio,1867,,1943,Mikrobiologie und Immunologie,/wiki/Bruno_Galli-Valerio
1934,14,,Ernst Haderup,1876,,1954,Stomatologie,
1934,15,,Theodor Heynemann,20. Aug. 1878,,15. Dez. 1951,Geburtshilfe und Gynäkologie,/wiki/Theodor_Heynemann
1934,16,,Heinrich Hörlein,5. Juni 1882,,23. Mai 1954,Chemie,/wiki/Heinrich_H%C3%B6rlein
1934,17,,Robert Henry Ivy,1881,,1974,Chirurgie,
1934,18,,Carl Gustav Jung,26. Juli 1875,,6. Juni 1961,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Carl_Gustav_Jung
1934,19,,Fritz Kögl,19. Sep. 1897,,6. Juni 1959,Chemie,/wiki/Fritz_K%C3%B6gl
1934,20,,Karl Künkel,1861,,1943,Zoologie,/wiki/Karl_K%C3%BCnkel
1934,21,,Fritz Lenz,9. März 1887,,6. Juli 1976,Zellbiologie,/wiki/Fritz_Lenz
1934,22,,Franz Linke,4. Jan. 1878,,23. März 1944,Geophysik und Meteorologie,/wiki/Franz_Linke
1934,23,,Herman Lundborg,7. Apr. 1868,,9. Mai 1943,Anthropologie und Ethnologie,/wiki/Herman_Lundborg
1934,24,,William Parry Murphy,6. Feb. 1892,,9. Okt. 1987,Innere Medizin,/wiki/William_Parry_Murphy
1934,25,,Karl Nieberle,1. Jan. 1877,,12. Jan. 1946,Veterinärmedizin,/wiki/Karl_Nieberle
1934,26,,Adolf Pascher,31. Mai 1881,,7. Mai 1945,Botanik,/wiki/Adolf_Pascher
1934,27,,Erich Regener,12. Nov. 1881,,27. Feb. 1955,Physik,/wiki/Erich_Regener
1934,28,,Otto Renner,25. Apr. 1883,,8. Juli 1960,Botanik,/wiki/Otto_Renner
1934,29,,Bruno Rossi,13. Apr. 1905,,21. Nov. 1993,Physik,/wiki/Bruno_Rossi
1934,30,,Maurice Roy,1866,,1947,Stomatologie,
1934,31,,Wilhelm Schmidt,21. Feb. 1884,,14. Feb. 1974,Zoologie,/wiki/Wilhelm_Schmidt_(Zoologe)
1934,32,,Ludwig Seitz,24. Mai 1872,,19. Juni 1961,Zoologie,/wiki/Ludwig_Seitz_(Mediziner)
1934,33,,Johannes Stark,15. Apr. 1874,,21. Juni 1957,Physik,/wiki/Johannes_Stark
1934,34,,József Szabó,1874,,1938,Stomatologie,
1934,35,,Albert Szent-Györgyi,16. Sep. 1893,,22. Okt. 1986,Biochemie und Biophysik,/wiki/Albert_Szent-Gy%C3%B6rgyi
1934,36,,Georges-Léon Villain,1881,,1938,Stomatologie,
1934,37,,Kurt Wein,22. Feb. 1883,,11. März 1968,Stomatologie,/wiki/Kurt_Wein
1934,38,,Max Wien,25. Dez. 1866,,24. Feb. 1938,Physik,/wiki/Max_Wien
1934,39,,Hans Winkler,23. Apr. 1877,,22. Nov. 1945,Botanik,/wiki/Hans_Winkler_(Botaniker)
1934,40,,Robert Williams Wood,2. Mai 1868,,11. Aug. 1955,Physik,/wiki/Robert_Williams_Wood
1934,41,,Louis de Broglie,15. Aug. 1892,,19. März 1987,Physik,/wiki/Louis_de_Broglie
1934,42,,Otmar von Verschuer,16. Juli 1896,,8. Aug. 1969,Anthropologie,/wiki/Otmar_von_Verschuer
1935,0,,Othenio Abel,20. Juni 1875,,4. Juli 1946,Geologie und Paläontologie,/wiki/Othenio_Abel
1935,1,,Dankwart Ackermann,11. Nov. 1878,,31. Mai 1965,Physiologie,/wiki/Dankwart_Ackermann
1935,2,,Albert Boerger,4. Nov. 1881,,28. März 1957,Landbauwissenschaften,/wiki/Albert_Boerger
1935,3,,Enrico Fermi,29. Sep. 1901,,28. Nov. 1954,Physik,/wiki/Enrico_Fermi
1935,4,,Karl Friederichs,1878,,1969,Zoologie,/wiki/Karl_Friederichs_(Zoologe)
1935,5,,Hans Geiger,30. Sep. 1882,,24. Sep. 1945,Physik,/wiki/Hans_Geiger_(Physiker)
1935,6,,Georg Hamel,12. Sep. 1877,,4. Okt. 1954,Mathematik,/wiki/Georg_Hamel
1935,7,,Karl Herman,1887,,1952,Innere Medizin,
1935,8,,Ludwig Jost,13. Nov. 1865,,22. Feb. 1947,Botanik,/wiki/Ludwig_Jost
1935,9,,Gustav Jäger,6. Apr. 1865,,21. Jan. 1938,Physik,/wiki/Gustav_J%C3%A4ger_(Physiker)
1935,10,,Karl-Reinhold Kuppfer,1872,,,Mathematik,
1935,11,,Erich Martini,19. März 1880,,5. Dez. 1960,Zoologie,"/wiki/Erich_Martini_(Mediziner,_1880)"
1935,12,,George Richards Minot,2. Dez. 1885,,25. Feb. 1950,Innere Medizin,/wiki/George_Richards_Minot
1935,13,,Peter Mühlens,12. Mai 1874,,7. Juni 1943,Mikrobiologie und Immunologie,/wiki/Peter_M%C3%BChlens
1935,14,,Friedrich Oltmanns,11. Juli 1860,,13. Dez. 1945,Botanik,/wiki/Friedrich_Oltmanns
1935,15,,Robert Wichard Pohl,10. Aug. 1884,,5. Juni 1976,Physik,/wiki/Robert_Wichard_Pohl
1935,16,,Kurt Poppe,3. Mai 1880,,17. Juni 1960,Pathologie,/wiki/Kurt_Poppe
1935,17,,Ludwig Reh,1867,,1940,Zoologie,/wiki/Ludwig_Reh
1935,18,,Hans Reiter,26. Feb. 1881,,25. Nov. 1969,Mikrobiologie und Immunologie,/wiki/Hans_Reiter_(Mediziner)
1935,19,,Adolf Remane,10. Aug. 1898,,22. Dez. 1976,Zoologie,/wiki/Adolf_Remane
1935,20,,Wilhelm Ruhland,7. Aug. 1878,,5. Jan. 1960,Botanik,/wiki/Wilhelm_Ruhland
1935,21,,Wilhelm Erich Schmidt,1882,,1944,Geologie und Paläontologie,/wiki/Wilhelm_Erich_Schmidt
1935,22,,Otto Schmidtgen,19. Dez. 1879,,23. Dez. 1938,Geologie und Paläontologie,/wiki/Otto_Schmidtgen_(Pal%C3%A4ontologe)
1935,23,,Walther Schulz,20. Nov. 1887,,12. März 1982,Anthropologie,/wiki/Walther_Schulz_(Pr%C3%A4historiker)
1935,24,,Wilhelm Schüffner,2. Jan. 1867,,24. Dez. 1949,Anthropologie,/wiki/Wilhelm_Sch%C3%BCffner
1935,25,,Friedrich Ludwig Stellwaag,14. Juni 1886,,25. März 1976,Zoologie,/wiki/Friedrich_Ludwig_Stellwaag
1935,26,,Masaji Tomita,1869,,1967,Biochemie und Biophysik,
1935,27,,Alfred Trautmann,12. Dez. 1884,,26. März 1952,Veterinärmedizin,/wiki/Alfred_Trautmann
1935,28,,George Hoyt Whipple,28. Aug. 1878,,1. Feb. 1976,Pathologie,/wiki/George_Hoyt_Whipple
1935,29,,Hermann Wintz,12. Aug. 1887,,11. Juni 1947,Geburtshilfe und Gynäkologie,/wiki/Hermann_Wintz
1935,30,,Emil Woermann,12. Dez. 1899,,15. Sep. 1980,Landbauwissenschaften,/wiki/Emil_Woermann
1935,31,,Kurt Wolffhügel,2. Dez. 1869,,9. Dez. 1951,Zoologie,/wiki/Kurt_Wolffh%C3%BCgel
1935,32,,Wong Wenhao,26. Juli 1889,,27. Jan. 1971,Geologie und Paläontologie,/wiki/Wong_Wenhao
1935,33,,Wu Youxun,26. Feb. 1897,,30. Nov. 1977,Physik,/wiki/Wu_Youxun
1935,34,,Enoch Zander,19. Juni 1873,,15. Juni 1957,Zoologie,/wiki/Enoch_Zander
1935,35,,Henrique da Rocha Lima,24. Nov. 1879,,26. Apr. 1956,Mikrobiologie und Immunologie,/wiki/Henrique_da_Rocha_Lima
1935,36,,Walter von Brunn,2. Sep. 1876,,21. Dez. 1952,Wissenschafts- und Medizingeschichte,/wiki/Walter_von_Brunn
1935,37,,Serge von Bubnoff,15. Juli 1888,,16. Nov. 1957,Geologie und Paläontologie,/wiki/Serge_von_Bubnoff
1935,38,,Karl von Frisch,20. Nov. 1886,,12. Juni 1982,Zoologie,/wiki/Karl_von_Frisch
1935,39,,Wilfried von Seidlitz,31. Aug. 1880,,1945,Geologie und Paläontologie,/wiki/Wilfried_von_Seidlitz
1936,0,,Walther Albrecht,18. Juli 1881,,26. Dez. 1960,Oto-Rhino-Laryngologie,/wiki/Walther_Albrecht
1936,1,,Otto Ampferer,1. Dez. 1875,,9. Juli 1947,Geologie und Paläontologie,/wiki/Otto_Ampferer
1936,2,,Asahina Yasuhiko,16. Apr. 1881,,30. Juni 1975,Chemie,/wiki/Asahina_Yasuhiko
1936,3,,Clyde Harold Bailey,1887,,1968,Landbauwissenschaften,
1936,4,,Heinrich Behnke,9. Okt. 1898,,10. Okt. 1979,Mathematik,/wiki/Heinrich_Behnke
1936,5,,Karl Beurlen,17. Apr. 1901,,27. Dez. 1985,Geologie und Paläontologie,/wiki/Karl_Beurlen
1936,6,,Harald Boas,1882,,1961,Dermatologie,
1936,7,,Karl Bonhoeffer,31. März 1868,,4. Dez. 1948,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Karl_Bonhoeffer
1936,8,,Max Borst,19. Nov. 1869,,19. Okt. 1946,Pathologie,/wiki/Max_Borst
1936,9,,Norman L. Bowen,21. Juni 1887,,11. Sep. 1956,Geophysik und Meteorologie,/wiki/Norman_L._Bowen
1936,10,,Peter Boysen Jensen,1883,,1959,Botanik,
1936,11,,Julius Bredt,29. März 1855,,21. Sep. 1937,Chemie,/wiki/Julius_Bredt
1936,12,,Ferdinand Broili,11. Apr. 1874,,30. Apr. 1946,Geologie und Paläontologie,/wiki/Ferdinand_Broili
1936,13,,Bernardus Brouwer,1881,,1949,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Bernardus_Brouwer
1936,14,,Paul Buchner,12. Apr. 1886,,19. Okt. 1978,Zoologie,/wiki/Paul_Buchner_(Biologe)
1936,15,,Wolfgang von Buddenbrock-Hettersdorff,25. März 1884,,1. Apr. 1964,Zoologie,/wiki/Wolfgang_von_Buddenbrock-Hettersdorff
1936,16,,Oswald Bumke,25. Sep. 1877,,5. Jan. 1950,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Oswald_Bumke
1936,17,,Hans Burgeff,19. Apr. 1883,,27. Sep. 1976,Botanik,/wiki/Hans_Burgeff
1936,18,,Sydney Chapman,29. Jan. 1888,,16. Juni 1970,Geophysik und Meteorologie,/wiki/Sydney_Chapman
1936,19,,Wilhelm Credner,23. Dez. 1892,,13. Okt. 1948,Geographie,/wiki/Wilhelm_Credner
1936,20,,Nikolaus Creutzburg,10. Apr. 1893,,1. Okt. 1978,Geographie,/wiki/Nikolaus_Creutzburg
1936,21,,Paul Diepgen,24. Nov. 1878,,2. Jan. 1966,Wissenschafts- und Medizingeschichte,/wiki/Paul_Diepgen
1936,22,,Albert Dietrich,4. März 1873,,1. Sep. 1961,Pathologie,/wiki/Albert_Dietrich_(Mediziner)
1936,23,,Arnold Eucken,3. Juli 1884,,16. Juni 1950,Physikalische Chemie,/wiki/Arnold_Eucken
1936,24,,Knud Helge Faber,1862,,1956,Innere Medizin,
1936,25,,Gösta Forssell,1876,,1950,Chirurgie,
1936,26,,Eduard Gamper,1877,,1938,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Eduard_Gamper
1936,27,,Davide Giordano,22. März 1864,,1. Feb. 1954,Chirurgie,/wiki/Davide_Giordano
1936,28,,Constantino Gorini,1865,,1950,Landbauwissenschaften,
1936,29,,Hans Theodor Güssow,,,,Botanik,
1936,30,,Patrik Haglund,27. Mai 1870,,8. Dez. 1937,Orthopädie,/wiki/Patrik_Haglund
1936,31,,Jürgen Wilhelm Harms,2. Feb. 1885,,2. Okt. 1956,Zoologie,/wiki/J%C3%BCrgen_Wilhelm_Harms
1936,32,,Leopold Heine,1870,,1940,Ophthalmologie,/wiki/Leopold_Heine
1936,33,,Oskar Heinroth,1. März 1871,,31. Mai 1945,Zoologie,/wiki/Oskar_Heinroth
1936,34,,Wolfgang Heubner,18. Juni 1877,,26. Feb. 1957,Pharmakologie,/wiki/Wolfgang_Heubner
1936,35,,Cuno Hoffmeister,2. Feb. 1892,,2. Jan. 1968,Astronomie und Astrophysik,/wiki/Cuno_Hoffmeister
1936,36,,Gordon Morgan Holmes,22. Feb. 1876,,29. Dez. 1965,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Gordon_Morgan_Holmes
1936,37,,Karl Hürthle,16. März 1860,,23. März 1945,Physiologie,/wiki/Karl_H%C3%BCrthle
1936,38,,Theodor Kitt,1858,,1941,Veterinärmedizin,/wiki/Theodor_Kitt_(Tiermediziner)
1936,39,,Fritz Knoll,21. Okt. 1883,,24. Feb. 1981,Botanik,/wiki/Fritz_Knoll
1936,40,,August Kopff,5. Feb. 1882,,25. Apr. 1960,Anatomie,/wiki/August_Kopff
1936,41,,Ernst Kretschmer,8. Okt. 1888,,8. Feb. 1964,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Ernst_Kretschmer
1936,42,,Walter Kruse,8. Sep. 1864,,Sep. 1943,Mikrobiologie und Immunologie,/wiki/Walter_Kruse_(Mediziner)
1936,43,,Richard Kuhn,3. Dez. 1900,,31. Juli 1967,Chemie,/wiki/Richard_Kuhn
1936,44,,Wladimir Köppen,7. Okt. 1846,,22. Juni 1940,Geophysik und Meteorologie,/wiki/Wladimir_K%C3%B6ppen
1936,45,,Johannes Lange,25. Mai 1891,,11. Aug. 1938,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Johannes_Lange_(Mediziner)
1936,46,,Emmanuel Leclainche,1861,,1953,Veterinärmedizin,
1936,47,,Erich Lexer,22. Mai 1867,,4. Dez. 1937,Chirurgie,/wiki/Erich_Lexer
1936,48,,Hermann Loeschcke,13. Mai 1882,,27. Sep. 1958,Pathologie,/wiki/Hermann_Loeschcke
1936,49,,Majima Rikō,1874,,1962,Chemie,/wiki/Majima_Rik%C5%8D
1936,50,,Matsumoto Shin-ichi,7. Nov. 1894,,1. Jan. 1984,Dermatologie,
1936,51,,Oswald Menghin,19. Apr. 1888,,29. Nov. 1973,Anthropologie,/wiki/Oswald_Menghin
1936,52,,Hugh Robert Mill,1861,,1950,Geographie,
1936,53,,Arne Müntzing,2. März 1902,,7. Jan. 1984,Zellbiologie,/wiki/Arne_M%C3%BCntzing
1936,54,,Enrique Paschen,30. Dez. 1860,,22. Okt.,Medizin,/wiki/Enrique_Paschen
1936,55,,Bernhard Peyer,25. Juli 1885,,23. Feb. 1963,Geologie und Paläontologie,/wiki/Bernhard_Peyer
1936,56,,Gustav Pistor,13. Juli 1872,,29. März 1960,Chemie,/wiki/Gustav_Pistor
1936,57,,Ludwig Prandtl,4. Feb. 1875,,15. Aug. 1953,Chemie,/wiki/Ludwig_Prandtl
1936,58,,Paul Ramdohr,1. Jan. 1890,,8. März 1985,"Mineralogie, Kristallographie und Petrologie",/wiki/Paul_Ramdohr
1936,59,,Hermann Rodewald,2. Aug. 1856,,11. Okt. 1938,Landbauwissenschaften,/wiki/Hermann_Rodewald
1936,60,,Robert Rössle,19. Aug. 1876,,21. Nov. 1956,Pathologie,/wiki/Robert_R%C3%B6ssle
1936,61,,Knud Sand,1897,,1968,Gerichtliche Medizin,/wiki/Knud_Sand
1936,62,,Bruno Sander,23. Feb. 1884,,5. Sep. 1979,"Mineralogie, Kristallographie und Petrologie",/wiki/Bruno_Sander
1936,63,,Takaoki Sasaki,1878,,1966,Biochemie und Biophysik,/wiki/Takaoki_Sasaki
1936,64,,Otto Scharf,1875,,6. Dez. 1942,Geologie und Paläontologie,"/wiki/Otto_Scharf_(Ingenieur,_1875)"
1936,65,,Hans Schneiderhöhn,2. Juni 1887,,5. Aug. 1962,"Mineralogie, Kristallographie und Petrologie",/wiki/Hans_Schneiderh%C3%B6hn
1936,66,,Juli Michailowitsch Schokalski,17. Okt. 1856,,26. März 1940,Geographie,/wiki/Juli_Michailowitsch_Schokalski
1936,67,,Hans Theodor Schreus,10. Sep. 1892,,27. Jan. 1970,Dermatologie,/wiki/Hans_Theodor_Schreus
1936,68,,Hans Seger,28. Aug. 1864,,15. Aug. 1943,Anthropologie,/wiki/Hans_Seger
1936,69,,Hugo Selter,4. Feb. 1878,,28. Dez. 1952,Mikrobiologie und Immunologie,/wiki/Hugo_Selter
1936,70,,Robert Sommer,19. Dez. 1864,,2. Feb. 1937,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Robert_Sommer_(Mediziner)
1936,71,,Valentin Stang,22. Mai 1876,,18. Juni 1944,Veterinärmedizin,/wiki/Valentin_Stang
1936,72,,Erik Stensiö,2. Okt. 1891,,11. Jan. 1984,Geologie und Paläontologie,/wiki/Erik_Stensi%C3%B6
1936,73,,Georg Sticker,18. Apr. 1860,,28. Aug. 1960,Wissenschafts- und Medizingeschichte,/wiki/Georg_Sticker
1936,74,,Gustav Tammann,28. Mai 1861,,17. Dez. 1938,Physikalische Chemie,/wiki/Gustav_Tammann_(Chemiker)
1936,75,,Arthur George Tansley,15. Aug. 1871,,25. Nov. 1955,Botanik,/wiki/Arthur_George_Tansley
1936,76,,Wilhelm Ule,9. Mai 1861,,13. Feb. 1940,Geographie,/wiki/Wilhelm_Ule
1936,77,,Max Volmer,3. Mai 1885,,3. Juni 1965,Chemie,/wiki/Max_Volmer
1936,78,,Georg August Wagner,23. Sep. 1873,,15. Aug. 1947,Geburtshilfe und Gynäkologie,/wiki/Georg_August_Wagner
1936,79,,Anton Waldmann,21. Feb. 1878,,26. März 1941,Mikrobiologie und Immunologie,/wiki/Anton_Waldmann
1936,80,,Carl Wegelin,1879,,1968,Pathologie,
1936,81,,Georg Wilke,5. Dez. 1899,,3. März 1973,Anthropologie,/wiki/Georg_Wilke
1936,82,,Wilhelm Zwick,15. März 1871,,29. Mai 1941,Veterinärmedizin,/wiki/Wilhelm_Zwick
1936,83,,Bernhard de Rudder,11. Aug. 1894,,27. März 1962,Pädiatrie,/wiki/Bernhard_de_Rudder
1936,84,,Jasper ten Cate,1888,,1967,Physiologie,/wiki/Jasper_ten_Cate
1936,85,,Adrianus Henricus Maria Josephus van Rooy,1880,,1938,Geburtshilfe und Gynäkologie,/wiki/Adrianus_Henricus_Maria_Josephus_van_Rooy
1936,86,,Carl Otto von Eicken,31. Dez. 1873,,29. Juni 1960,Oto-Rhino-Laryngologie,/wiki/Carl_Otto_von_Eicken
1936,87,,Fritz von Wettstein,24. Juni 1895,,12. Feb. 1945,Botanik,/wiki/Fritz_von_Wettstein
1936,88,,Ernst Åke Åkerman,1887,,1922,Landbauwissenschaften,
1937,0,,Antonio Diaz Albertini,1865,,1945,Pathologie,
1937,1,,Wlodzimierz Antoniewicz,,,,Anthropologie,
1937,2,,Hans Berger,21. Mai 1873,,1. Juni 1941,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Hans_Berger_(Mediziner)
1937,3,,Albert Bessemans,,,,Mikrobiologie und Immunologie,
1937,4,,Werner Catel,27. Juni 1894,,30. Apr. 1981,Pädiatrie,/wiki/Werner_Catel
1937,5,,Sven Petrus Ekman,1876,,1964,Zoologie,
1937,6,,Agostino Gemelli,18. Jan. 1878,,15. Juli 1959,"Psychiatrie, Med. Psychologie und Neurologie",/wiki/Agostino_Gemelli
1937,7,,Arthur Golf,21. Juli 1877,,18. Feb. 1941,Landbauwissenschaften,/wiki/Arthur_Golf
1937,8,,Albert Hasselwander,2. Apr. 1877,,7. März 1954,Anatomie,/wiki/Albert_Hasselwander
1937,9,,Gustav Franz Hüttig,13. Mai 1890,,1. Dez. 1957,Physikalische Chemie,/wiki/Gustav_Franz_H%C3%BCttig
1937,10,,Makoto Ishihara,1879,,1958,Physiologie,
1937,11,,Otto Jessen,18. Feb. 1891,,9. Juni 1951,Geographie,/wiki/Otto_Jessen_(Geograph)
1937,12,,Georg Kränzlein,27. Nov. 1881,,5. Nov. 1943,Chemie,/wiki/Georg_Kr%C3%A4nzlein
1937,13,,Robert Lauterborn,23. Okt. 1869,,11. Sep. 1952,Zoologie,/wiki/Robert_Lauterborn
1937,14,,August Mayer,28. Aug. 1876,,11. Okt. 1968,Geburtshilfe und Gynäkologie,/wiki/August_Mayer_(Mediziner)
1937,15,,Alwin Mittasch,27. Dez. 1869,,4. Juni 1953,Chemie,/wiki/Alwin_Mittasch
1937,16,,Ida Noddack,25. Feb. 1896,,24. Sep. 1978,Physikalische Chemie,/wiki/Ida_Noddack
1937,17,,Walter Noddack,17. Aug. 1893,,7. Dez. 1960,Physikalische Chemie,/wiki/Walter_Noddack
1937,18,,Friedrich Pietrusky,12. Jan. 1893,,23. Nov. 1971,Gerichtliche Medizin,/wiki/Friedrich_Pietrusky
1937,19,,Alfred Ploetz,22. Aug. 1860,,20. März 1940,Anthropologie,/wiki/Alfred_Ploetz
1937,20,,Claus Eduard Richters,1884,,1957,Veterinärmedizin,/wiki/Claus_Eduard_Richters
1937,21,,Franz Ruttner,12. Mai 1882,,17. Mai 1961,Zellbiologie,/wiki/Franz_Ruttner
1937,22,,Peter P.T. Sah,1900,,1987,Chemie,
1937,23,,Otto Schlaginhaufen,8. Nov. 1879,,14. Nov. 1973,Anthropologie,/wiki/Otto_Schlaginhaufen
1937,24,,Robert Schröder,3. Aug. 1884,,13. Okt. 1959,Geburtshilfe und Gynäkologie,/wiki/Robert_Schr%C3%B6der_(Mediziner)
1937,25,,Gustav Senn,1875,,1945,Botanik,/wiki/Gustav_Senn_(Botaniker)
1937,26,,August Seybold,7. Dez. 1901,,11. Dez. 1965,Botanik,/wiki/August_Seybold
1937,27,,Michael Stark,6. Dez. 1877,,29. Dez. 1953,"Mineralogie, Kristallographie und Petrologie",/wiki/Michael_Stark_(Geologe)
1937,28,,Arthur Stoll,8. Jan. 1887,,13. Jan. 1971,Chemie,/wiki/Arthur_Stoll
